"SourcePath","Bytes","SHA256","GitBlob","Status","ArchivePath"
"build-logs/android/20260823-t1-sifu-preflight-assemble.log","5504","21372A7F797FEA43BE27BE49123E0D759388C0BF0521B0F4049C003C38827656","08863b14d94553b8a38a0882faa482fda612554e","copied","archive/log-imports/20260823-t1-sifu-preflight-r1/build-logs/android/20260823-t1-sifu-preflight-assemble.log"
