"SourcePath","Bytes","SHA256","GitBlob","Status","ArchivePath"
"build-logs/android/20260823-t1-sifu-preflight-assemble.log","5504","21372A7F797FEA43BE27BE49123E0D759388C0BF0521B0F4049C003C38827656","08863b14d94553b8a38a0882faa482fda612554e","already-archived","archive/log-imports/20260823-t1-sifu-preflight-r1/build-logs/android/20260823-t1-sifu-preflight-assemble.log"
"build-logs/android/20260824-apk-integrity-check.log","152810","46598BB18ADE5DCB52451A3A3B787C313A9969D2114FB72BD7A2F0A418EDB854","76f2ff96b9794f173053a465746a724b0342bb1c","already-archived","archive/log-imports/20260824-project3-t1-sdk-apk-r1/build-logs/android/20260824-apk-integrity-check.log"
"build-logs/android/20260824-delivery-apk-check.log","2190","BEDA3B5A25EE53B9A105B56EAB2A6B5FB853DEC185F8C323ADA37D608F4DEA2A","628bd9be14927f50b04a376c82b156ef9ac903b3","copied","archive/log-imports/20260824-project3-t1-apk-delivery-r1/build-logs/android/20260824-delivery-apk-check.log"
"build-logs/android/20260824-ndk24-assemble-debug.log","4487232","41BD3812315E5C2524C0C3ECE1DEEAA6EEB8242384CD32634D2CD3FC3A09FB38","2be5ccf8c2e9a2b22742d870a56d754c78568afb","already-archived","archive/log-imports/20260824-project3-t1-sdk-apk-r1/build-logs/android/20260824-ndk24-assemble-debug.log"
"build-logs/android/20260824-ndk24-install.log","1476","02ACC7DF2B7071C90DB22B2899E6EF159649D381F9A85E87C6D9C597F928020D","00aa00ba4a23c60b3cbf577094159fb1e7951161","already-archived","archive/log-imports/20260824-project3-t1-sdk-apk-r1/build-logs/android/20260824-ndk24-install.log"
"build-logs/android/20260824-sdk-environment-probe.log","1410","05A9B920F14D206928C2660116D7484C6641D265E366E2404267ED3712CD1736","ae62894a7fc83a2e95e367d01b1c7bb3814bc9fa","already-archived","archive/log-imports/20260824-project3-t1-sdk-apk-r1/build-logs/android/20260824-sdk-environment-probe.log"
"build-logs/android/20260824-sdk-probe-assemble.log","53300","C5EBF8B121F474781D362BAF3692E7329AA5151CBD188C2F93AC36188A16BF20","edb2533f4fc94d7b6b17be678831d597999a9f55","already-archived","archive/log-imports/20260824-project3-t1-sdk-apk-r1/build-logs/android/20260824-sdk-probe-assemble.log"
